Mã MH,Tên MH,Số tín chỉ,Nhóm lớp,DK/ Sĩ số,Ngôn ngữ,Nhóm LT,Giảng viên,Nhóm BT,Giảng viên BT/TN,Sĩ số LT,Thứ(Buổi 1),Tiết(Buổi 1),Phòng(Buổi 1),CS(Buổi 1),Thứ(Buổi 2),Tiết(Buổi 2),Phòng(Buổi 2),CS(Buổi 2),Thứ(Buổi 3),Tiết(Buổi 3),Phòng(Buổi 3),CS(Buổi 3)
CI2001 ,Sức bền vật liệu,3.0,L02_L05,30/30,V,L02,,L05,,91,Thứ 6 ,4 5,H1-103 ,2 ,Chủ nhật ,2 3 4 5 6,B6-109 ,1 ,,,,
CI2001 ,Sức bền vật liệu,3.0,L02_L06,31/31,V,L02,,L06,,91,Thứ 6 ,4 5,H1-103 ,2 ,Chủ nhật ,7 8 9 10 11,B6-109 ,1 ,,,,
CI2001 ,Sức bền vật liệu,3.0,P01_P01,16/30,V,P01, ,P01, ,30,Thứ 5 ,2 3 4 5 6,B6-109 ,1 ,Thứ 6 ,11 12,A4-508 ,1 ,,,,
CI2003 ,Cơ lưu chất,3.0,CC01_CC01,15/25,V,CC01, ,CC01, ,50,Thứ 4 ,2 3 4 5 6,PTHTL ,1 ,Thứ 6 ,7 8,B1-310 ,1 ,,,,
CI2003 ,Cơ lưu chất,3.0,CC01_CC02,16/25,V,CC01, ,CC02, ,50,Thứ 4 ,7 8 9 10 11,PTHTL ,1 ,Thứ 6 ,7 8,B1-310 ,1 ,,,,
CI2003 ,Cơ lưu chất,3.0,CC02_CC03,23/25,V,CC02, ,CC03, ,50,Thứ 5 ,2 3 4 5 6,PTHTL ,1 ,Thứ 6 ,5 6,A4-506 ,1 ,,,,
CI2003 ,Cơ lưu chất,3.0,CC02_CC04,6/25,V,CC02, ,CC04, ,50,Thứ 5 ,8 9 10 11 12,PTHTL ,1 ,Thứ 6 ,5 6,A4-506 ,1 ,,,,
CI2003 ,Cơ lưu chất,3.0,CN01_CN01,14/25,V,CN01, ,CN01, ,50,Thứ 2 ,2 3,B2-201 ,1 ,Thứ 3 ,7 8 9 10 11,PTHTL ,1 ,,,,
CI2003 ,Cơ lưu chất,3.0,CN01_CN02,16/25,V,CN01, ,CN02, ,50,Thứ 2 ,2 3,B2-201 ,1 ,Thứ 2 ,7 8 9 10 11,PTHTL ,1 ,,,,
CI2003 ,Cơ lưu chất,3.0,DT01_DT01,25/25,V,DT01,,DT01,,25,Thứ 5 ,13 14,A4-312 ,1 ,Thứ 7 ,7 8 9 10 11,PTHTL ,1 ,,,,
CI2003 ,Cơ lưu chất,3.0,L01_L01,25/25,V,L01, ,L01, ,125,Thứ 2 ,10 11,H1-211 ,2 ,Thứ 6 ,7 8 9 10 11,H2-007 ,2 ,,,,
CI2003 ,Cơ lưu chất,3.0,L01_L02,25/25,V,L01, ,L02, ,125,Thứ 2 ,2 3 4 5 6,H2-007 ,2 ,Thứ 2 ,10 11,H1-211 ,2 ,,,,
CI2003 ,Cơ lưu chất,3.0,L01_L03,25/25,V,L01, ,L03, ,125,Thứ 2 ,10 11,H1-211 ,2 ,Thứ 4 ,2 3 4 5 6,H2-007 ,2 ,,,,
CI2003 ,Cơ lưu chất,3.0,L01_L04,25/25,V,L01, ,L04, ,125,Thứ 2 ,10 11,H1-211 ,2 ,Thứ 5 ,7 8 9 10 11,H2-007 ,2 ,,,,
CI2003 ,Cơ lưu chất,3.0,L01_L05,25/25,V,L01, ,L05, ,125,Thứ 2 ,10 11,H1-211 ,2 ,Thứ 3 ,2 3 4 5 6,H2-007 ,2 ,,,,
CI2003 ,Cơ lưu chất,3.0,L02_L06,25/25,V,L02, ,L06, ,125,Thứ 5 ,11 12,H3-107 ,2 ,Thứ 6 ,2 3 4 5 6,H2-007 ,2 ,,,,
CI2003 ,Cơ lưu chất,3.0,L02_L07,25/25,V,L02, ,L07, ,125,Thứ 5 ,11 12,H3-107 ,2 ,Thứ 7 ,8 9 10 11 12,H2-007 ,2 ,,,,
CI2003 ,Cơ lưu chất,3.0,L02_L08,25/25,V,L02, ,L08, ,125,Thứ 5 ,11 12,H3-107 ,2 ,Thứ 7 ,2 3 4 5 6,H2-007 ,2 ,,,,
CI2003 ,Cơ lưu chất,3.0,L02_L09,25/25,V,L02, ,L09, ,125,Thứ 5 ,2 3 4 5 6,H2-007 ,2 ,Thứ 5 ,11 12,H3-107 ,2 ,,,,
CI2003 ,Cơ lưu chất,3.0,L02_L10,25/25,V,L02, ,L10, ,125,Thứ 5 ,11 12,H3-107 ,2 ,Thứ 7 ,7 8 9 10 11,H2-007 ,2 ,,,,
CI2003 ,Cơ lưu chất,3.0,L03_L11,25/25,V,L03, ,L11, ,125,Thứ 5 ,9 10,H3-205 ,2 ,Thứ 7 ,2 3 4 5 6,H2-007 ,2 ,,,,
CI2003 ,Cơ lưu chất,3.0,L03_L12,25/25,V,L03, ,L12, ,125,Thứ 4 ,7 8 9 10 11,H2-007 ,2 ,Thứ 5 ,9 10,H3-205 ,2 ,,,,
CI2003 ,Cơ lưu chất,3.0,L03_L13,24/25,V,L03, ,L13, ,125,Thứ 5 ,9 10,H3-205 ,2 ,Thứ 6 ,8 9 10 11 12,H2-007 ,2 ,,,,
CI2003 ,Cơ lưu chất,3.0,L03_L14,25/25,V,L03, ,L14, ,125,Thứ 5 ,9 10,H3-205 ,2 ,Thứ 7 ,8 9 10 11 12,H2-007 ,2 ,,,,
CI2003 ,Cơ lưu chất,3.0,L03_L15,25/25,V,L03, ,L15, ,125,Thứ 5 ,9 10,H3-205 ,2 ,Thứ 7 ,2 3 4 5 6,H2-007 ,2 ,,,,
CI2003 ,Cơ lưu chất,3.0,L04_L16,25/25,V,L04,,L16,,150,Thứ 2 ,7 8,H2-206 ,2 ,Thứ 5 ,7 8 9 10 11,H2-007 ,2 ,,,,
CI2003 ,Cơ lưu chất,3.0,L04_L17,25/25,V,L04,,L17,,150,Thứ 2 ,7 8,H2-206 ,2 ,Thứ 5 ,7 8 9 10 11,H2-007 ,2 ,,,,
CI2003 ,Cơ lưu chất,3.0,L04_L18,25/25,V,L04,,L18,,150,Thứ 2 ,7 8,H2-206 ,2 ,Thứ 4 ,7 8 9 10 11,H2-007 ,2 ,,,,
CI2003 ,Cơ lưu chất,3.0,L04_L19,25/25,V,L04,,L19,,150,Thứ 2 ,7 8,H2-206 ,2 ,Thứ 4 ,7 8 9 10 11,H2-007 ,2 ,,,,
CI2003 ,Cơ lưu chất,3.0,L04_L20,25/25,V,L04,,L20,,150,Thứ 2 ,7 8,H2-206 ,2 ,Thứ 5 ,2 3 4 5 6,H2-007 ,2 ,,,,
CI2003 ,Cơ lưu chất,3.0,L04_L21,25/25,V,L04,,L21,,150,Thứ 2 ,7 8,H2-206 ,2 ,Thứ 5 ,2 3 4 5 6,H2-007 ,2 ,,,,
CI2003 ,Cơ lưu chất,3.0,P01_P01,12/25,V,P01, ,P01, ,50,Thứ 3 ,2 3 4 5 6,PTHTL ,1 ,Thứ 6 ,2 3,C5-402 ,1 ,,,,
CI2003 ,Cơ lưu chất,3.0,P01_P02,2/25,V,P01, ,P02, ,50,Thứ 6 ,2 3,C5-402 ,1 ,Thứ 6 ,7 8 9 10 11,PTHTL ,1 ,,,,
CI2003 ,Cơ lưu chất,3.0,Z3KC_Z3K1,17/20,V,Z3KC,,Z3K1,,40,Thứ 6 ,13 14,COSOLIENKET_CAOT ,1 ,Chủ nhật ,8 9 10 11 12,PTHTL ,1 ,,,,
CI2003 ,Cơ lưu chất,3.0,Z3KC_Z3K2,20/20,V,Z3KC,,Z3K2,,40,Thứ 6 ,13 14,COSOLIENKET_CAOT ,1 ,Chủ nhật ,8 9 10 11 12,PTHTL ,1 ,,,,
CI2007 ,Sức bền vật liệu,4.0,CC01_CC01,25/30,V,CC01, ,CC01, ,90,Thứ 4 ,8 9 10 11 12,B6-109 ,1 ,Thứ 6 ,10 11 12,B1-208 ,1 ,,,,
CI2007 ,Sức bền vật liệu,4.0,CC01_CC02,17/30,V,CC01, ,CC02, ,90,Thứ 3 ,2 3 4 5 6,B6-109 ,1 ,Thứ 6 ,10 11 12,B1-208 ,1 ,,,,
CI2007 ,Sức bền vật liệu,4.0,CC01_CC03,11/30,V,CC01, ,CC03, ,90,Thứ 6 ,2 3 4 5 6,B6-109 ,1 ,Thứ 6 ,10 11 12,B1-208 ,1 ,,,,
CI2007 ,Sức bền vật liệu,4.0,L01_L01,29/30,V,L01, ,L01, ,90,Thứ 6 ,2 3 4,H1-304 ,2 ,Thứ 6 ,7 8 9 10 11,B6-109 ,1 ,,,,
CI2007 ,Sức bền vật liệu,4.0,L01_L02,24/30,V,L01, ,L02, ,90,Thứ 6 ,2 3 4,H1-304 ,2 ,Thứ 7 ,7 8 9 10 11,B6-109 ,1 ,,,,
CI2007 ,Sức bền vật liệu,4.0,L01_L03,30/30,V,L01, ,L03, ,90,Thứ 2 ,8 9 10 11 12,B6-109 ,1 ,Thứ 6 ,2 3 4,H1-304 ,2 ,,,,
CI2007 ,Sức bền vật liệu,4.0,L02_L04,30/30,V,L02, ,L04, ,90,Thứ 3 ,10 11 12,H1-802 ,2 ,Thứ 4 ,8 9 10 11 12,B6-109 ,1 ,,,,
CI2007 ,Sức bền vật liệu,4.0,L02_L05,30/30,V,L02, ,L05, ,90,Thứ 3 ,10 11 12,H1-802 ,2 ,Thứ 6 ,2 3 4 5 6,B6-109 ,1 ,,,,
CI2007 ,Sức bền vật liệu,4.0,L02_L06,30/30,V,L02, ,L06, ,90,Thứ 3 ,10 11 12,H1-802 ,2 ,Thứ 7 ,7 8 9 10 11,B6-109 ,1 ,,,,
CI2007 ,Sức bền vật liệu,4.0,L03_L07,27/30,V,L03, ,L07, ,90,Thứ 3 ,2 3 4,H6-112 ,2 ,Thứ 5 ,8 9 10 11 12,B6-109 ,1 ,,,,
CI2007 ,Sức bền vật liệu,4.0,L03_L08,10/30,V,L03, ,L08, ,90,Thứ 3 ,2 3 4,H6-112 ,2 ,Thứ 3 ,7 8 9 10 11,B6-109 ,1 ,,,,
CI2007 ,Sức bền vật liệu,4.0,L03_L09,28/30,V,L03, ,L09, ,90,Thứ 3 ,2 3 4,H6-112 ,2 ,Thứ 4 ,8 9 10 11 12,B6-109 ,1 ,,,,
CI2007 ,Sức bền vật liệu,4.0,L04_L10,12/30,V,L04, ,L10, ,90,Thứ 2 ,2 3 4 5 6,B6-109 ,1 ,Thứ 6 ,7 8 9,H6-214 ,2 ,,,,
CI2007 ,Sức bền vật liệu,4.0,L04_L11,25/30,V,L04, ,L11, ,90,Thứ 4 ,2 3 4 5 6,B6-109 ,1 ,Thứ 6 ,7 8 9,H6-214 ,2 ,,,,
CI2007 ,Sức bền vật liệu,4.0,L04_L12,25/30,V,L04, ,L12, ,90,Thứ 5 ,2 3 4 5 6,B6-109 ,1 ,Thứ 6 ,7 8 9,H6-214 ,2 ,,,,
CI2007 ,Sức bền vật liệu,4.0,L05_L13,14/30,V,L05, ,L13, ,90,Thứ 6 ,2 3 4 5 6,B6-109 ,1 ,Thứ 6 ,10 11 12,H6-415 ,2 ,,,,
CI2007 ,Sức bền vật liệu,4.0,L05_L14,13/30,V,L05, ,L14, ,90,Thứ 4 ,2 3 4 5 6,B6-109 ,1 ,Thứ 6 ,10 11 12,H6-415 ,2 ,,,,
CI2007 ,Sức bền vật liệu,4.0,L05_L15,30/30,V,L05, ,L15, ,90,Thứ 6 ,10 11 12,H6-415 ,2 ,Thứ 7 ,2 3 4 5 6,B6-109 ,1 ,,,,
CI2007 ,Sức bền vật liệu,4.0,L06_L16,28/30,V,L06, ,L16, ,90,Thứ 4 ,10 11 12,H6-312 ,2 ,Thứ 7 ,2 3 4 5 6,B6-109 ,1 ,,,,
CI2007 ,Sức bền vật liệu,4.0,L06_L17,21/30,V,L06, ,L17, ,90,Thứ 3 ,8 9 10 11 12,B6-109 ,1 ,Thứ 4 ,10 11 12,H6-312 ,2 ,,,,
CI2007 ,Sức bền vật liệu,4.0,L06_L18,24/30,V,L06, ,L18, ,90,Thứ 2 ,2 3 4 5 6,B6-109 ,1 ,Thứ 4 ,10 11 12,H6-312 ,2 ,,,,
CI2007 ,Sức bền vật liệu,4.0,L07_L19,21/30,V,L07, ,L19, ,90,Thứ 4 ,7 8 9,H6-306 ,2 ,Thứ 5 ,2 3 4 5 6,B6-109 ,1 ,,,,
CI2007 ,Sức bền vật liệu,4.0,L07_L20,30/30,V,L07, ,L20, ,90,Thứ 2 ,8 9 10 11 12,B6-109 ,1 ,Thứ 4 ,7 8 9,H6-306 ,2 ,,,,
CI2007 ,Sức bền vật liệu,4.0,L07_L21,21/30,V,L07, ,L21, ,90,Thứ 3 ,8 9 10 11 12,B6-109 ,1 ,Thứ 4 ,7 8 9,H6-306 ,2 ,,,,
CI2007 ,Sức bền vật liệu,4.0,P01_P01,25/30,V,P01, ,P01, ,60,Thứ 5 ,4 5 6,B8-304 ,1 ,Thứ 5 ,8 9 10 11 12,B6-109 ,1 ,,,,
CI2007 ,Sức bền vật liệu,4.0,P01_P02,15/30,V,P01, ,P02, ,60,Thứ 5 ,4 5 6,B8-304 ,1 ,Thứ 6 ,7 8 9 10 11,B6-109 ,1 ,,,,
CI2037 ,Vật liệu xây dựng,3.0,CC01_CC01,27/30,V,CC01, ,CC01, ,60,Thứ 5 ,11 12,B6-306 ,1 ,Thứ 6 ,2 3 4 5 6,B6-111B ,1 ,,,,
CI2037 ,Vật liệu xây dựng,3.0,CC01_CC02,13/30,V,CC01, ,CC02, ,60,Thứ 4 ,2 3 4 5 6,B6-111B ,1 ,Thứ 5 ,11 12,B6-306 ,1 ,,,,
CI2037 ,Vật liệu xây dựng,3.0,CC01_CC03,11/-1,V,CC01, ,CC03, ,60,Thứ 4 ,8 9 10 11 12,B6-111A ,1 ,Thứ 5 ,11 12,B6-306 ,1 ,,,,
CI2037 ,Vật liệu xây dựng,3.0,L01_L01,40/40,V,L01, ,L01, ,80,Thứ 5 ,7 8,H3-506 ,2 ,Thứ 6 ,8 9 10 11 12,B6-111B ,1 ,,,,
CI2037 ,Vật liệu xây dựng,3.0,L01_L02,27/40,V,L01, ,L02, ,80,Thứ 4 ,8 9 10 11 12,B6-111B ,1 ,Thứ 5 ,7 8,H3-506 ,2 ,,,,
CI2037 ,Vật liệu xây dựng,3.0,L02_L03,23/40,V,L02, ,L03, ,80,Thứ 2 ,2 3 4 5 6,B6-111A ,1 ,Thứ 3 ,9 10,H6-411 ,2 ,,,,
CI2037 ,Vật liệu xây dựng,3.0,L02_L04,40/40,V,L02, ,L04, ,80,Thứ 3 ,9 10,H6-411 ,2 ,Thứ 5 ,8 9 10 11 12,B6-111B ,1 ,,,,
CI2037 ,Vật liệu xây dựng,3.0,L03_L05,40/40,V,L03, ,L05, ,80,Thứ 3 ,5 6,H6-110 ,2 ,Thứ 7 ,2 3 4 5 6,B6-111A ,1 ,,,,
CI2037 ,Vật liệu xây dựng,3.0,L03_L06,39/40,V,L03, ,L06, ,80,Thứ 3 ,5 6,H6-110 ,2 ,Thứ 7 ,8 9 10 11 12,B6-111A ,1 ,,,,
CI2037 ,Vật liệu xây dựng,3.0,L04_L07,40/40,V,L04, ,L07, ,80,Thứ 2 ,4 5,H2-207 ,2 ,Thứ 7 ,8 9 10 11 12,B6-111B ,1 ,,,,
CI2037 ,Vật liệu xây dựng,3.0,L04_L08,40/40,V,L04, ,L08, ,80,Thứ 2 ,4 5,H2-207 ,2 ,Thứ 3 ,8 9 10 11 12,B6-111B ,1 ,,,,
CI2037 ,Vật liệu xây dựng,3.0,L05_L09,19/40,V,L05, ,L09, ,80,Thứ 2 ,9 10,H6-110 ,2 ,Thứ 3 ,2 3 4 5 6,B6-111B ,1 ,,,,
CI2037 ,Vật liệu xây dựng,3.0,L05_L10,22/40,V,L05, ,L10, ,80,Thứ 2 ,9 10,H6-110 ,2 ,Thứ 4 ,2 3 4 5 6,B6-111A ,1 ,,,,
CI2037 ,Vật liệu xây dựng,3.0,L06_L11,39/40,V,L06, ,L11, ,80,Thứ 2 ,8 9 10 11 12,B6-111B ,1 ,Thứ 6 ,5 6,H6-414 ,2 ,,,,
CI2037 ,Vật liệu xây dựng,3.0,L06_L12,22/40,V,L06, ,L12, ,80,Thứ 5 ,2 3 4 5 6,B6-111B ,1 ,Thứ 6 ,5 6,H6-414 ,2 ,,,,
CI2037 ,Vật liệu xây dựng,3.0,L07_L13,13/40,V,L07, ,L13, ,80,Thứ 6 ,2 3 4 5 6,B6-111A ,1 ,Thứ 6 ,10 11,H1-304 ,2 ,,,,
CI2037 ,Vật liệu xây dựng,3.0,L07_L14,24/40,V,L07, ,L14, ,80,Thứ 6 ,10 11,H1-304 ,2 ,Thứ 7 ,2 3 4 5 6,B6-111B ,1 ,,,,
CI2037 ,Vật liệu xây dựng,3.0,P01_P01,9/30,V,P01,Võ Việt Hải ,P01,Võ Việt Hải ,30,Thứ 5 ,11 12,B1-310 ,1 ,,,,1 ,,,,
CI2095 ,Địa chất công trình,3.0,DT01_DT01,17/30,V,DT01,,DT01,,30,Thứ 3 ,13 14,B1-310 ,1 ,Thứ 7 ,2 3 4 5 6,B6-107 ,1 ,,,,
CI2095 ,Địa chất công trình,3.0,L01_L01,30/30,V,L01,,L01,,90,Thứ 2 ,2 3,H1-103 ,2 ,Thứ 4 ,2 3 4 5 6,B6-107 ,1 ,,,,
CI2095 ,Địa chất công trình,3.0,L01_L02,30/30,V,L01,,L02,,90,Thứ 2 ,2 3,H1-103 ,2 ,Thứ 3 ,8 9 10 11 12,B6-107 ,1 ,,,,
CI2095 ,Địa chất công trình,3.0,L01_L03,7/30,V,L01,,L03,,90,Thứ 2 ,2 3,H1-103 ,2 ,Thứ 3 ,2 3 4 5 6,B6-107 ,1 ,,,,
CI2137 ,Cơ học đất,3.0,P01_P01,11/80,V,P01, ,P01, ,80,Thứ 2 ,2 3,B9-203 ,1 ,Thứ 4 ,2 3,A4-203 ,1 ,,,,
CI3001 ,Cơ học đất,4.0,L01_L01,30/30,V,L01,,L01,,30,Thứ 2 ,4 5 6,H1-305 ,2 ,Thứ 4 ,8 9 10 11 12,B6-107 ,1 ,,,,
CI3005 ,Viễn thám,3.0,L01_L01,11/40,V,L01, ,L01, ,40,Thứ 2 ,10 11,H2-305 ,2 ,Thứ 3 ,8 9 10 11 12,C5-106 ,1 ,,,,
CI3021 ,Quy hoạch cảng,3.0,L01_L01,17/60,V,L01, ,L01, ,60,Thứ 5 ,4 5,H1-306 ,2 ,Thứ 5 ,7 8,H1-303 ,2 ,,,,
CI3039 ,Thiết kế cầu 1,4.0,L01_L01,37/60,V,L01,,L01,,60,Thứ 2 ,7 8 9,H3-402 ,2 ,Thứ 5 ,2 3,H2-405 ,2 ,,,,
CI3057 ,Kỹ thuật bê tông,3.0,L01_L01,25/30,V,L01, ,L01, ,60,Thứ 2 ,8 9 10 11 12,B6-111B ,1 ,Thứ 6 ,8 9,H2-402 ,2 ,,,,
CI3057 ,Kỹ thuật bê tông,3.0,L01_L02,0/30,V,L01, ,L02, ,60,Thứ 3 ,2 3 4 5 6,B6-111B ,1 ,Thứ 6 ,8 9,H2-402 ,2 ,,,,
CI3057 ,Kỹ thuật bê tông,3.0,L02_L03,2/30,V,L02, ,L03, ,60,Thứ 5 ,8 9 10 11 12,B6-111A ,1 ,Thứ 6 ,2 3,H1-306 ,2 ,,,,
CI3057 ,Kỹ thuật bê tông,3.0,L02_L04,4/30,V,L02, ,L04, ,60,Thứ 3 ,8 9 10 11 12,B6-111A ,1 ,Thứ 6 ,2 3,H1-306 ,2 ,,,,
CI3061 ,Phương pháp phần tử hh,3.0,L01_L01,85/93,V,L01,,L01,,93,Thứ 3 ,2 3,H6-516 ,2 ,Thứ 3 ,4 5,H6-512 ,2 ,,,,
CI3067 ,Hệ thống địnhvị toàn cầu,3.0,L01_L01,10/30,V,L01, ,L01, ,30,Thứ 2 ,2 3,H2-305 ,2 ,Thứ 5 ,8 9 10 11 12,C5-106 ,1 ,,,,
CI3235 ,Cơ học đất,3.0,L01_L01,57/100,V,L01,,L01,,100,Thứ 3 ,9 10,H6-506 ,2 ,Thứ 6 ,4 5,H6-506 ,2 ,,,,
CI3235 ,Cơ học đất,3.0,L02_L02,30/100,V,L02,,L02,,100,Thứ 3 ,7 8,H6-516 ,2 ,Thứ 6 ,2 3,H6-506 ,2 ,,,,
CI3245 ,Kỹ thuật chất kết dính,3.0,L01_L01,20/60,V,L01, ,L01, ,60,Thứ 2 ,4 5,H1-213 ,2 ,Thứ 5 ,2 3,H1-306 ,2 ,,,,
CI3245 ,Kỹ thuật chất kết dính,3.0,L02_L02,13/60,V,L02, ,L02, ,60,Thứ 2 ,4 5,H1-213 ,2 ,Thứ 5 ,4 5,H2-402 ,2 ,,,,
CI3247 ,Động lực học sông - biển,3.0,L01_L01,24/60,V,L01, ,L01, ,60,Thứ 2 ,4 5,H1-203 ,2 ,Thứ 3 ,2 3,H1-306 ,2 ,,,,
CI3259 ,Kỹ thuật địa chính,4.0,L01_L01,8/60,V,L01, ,L01, ,60,Thứ 6 ,4 5,H1-303 ,2 ,Thứ 6 ,7 8 9,H2-405 ,2 ,,,,
CI3261 ,C/sở t/kế công trình cầu,3.0,L01_L01,46/60,V,L01, ,L01, ,60,Thứ 2 ,4 5,H3-101 ,2 ,Thứ 2 ,7 8,H1-213 ,2 ,,,,
CI3261 ,C/sở t/kế công trình cầu,3.0,L02_L02,23/60,V,L02, ,L02, ,60,Thứ 2 ,2 3,H2-405 ,2 ,Thứ 2 ,7 8,H1-213 ,2 ,,,,
CI3263 ,Cơ sở thiết kế đường,3.0,L01_L01,42/60,V,L01, ,L01, ,60,Thứ 2 ,9 10,H1-213 ,2 ,Thứ 6 ,4 5,H1-305 ,2 ,,,,
CI3263 ,Cơ sở thiết kế đường,3.0,L02_L02,24/60,V,L02, ,L02, ,60,Thứ 2 ,9 10,H1-213 ,2 ,Thứ 6 ,10 11,H2-305 ,2 ,,,,
CI4019 ,Ha Tang Cong Trinh Gt,4.0,L01_L01,34/60,V,L01,,L01,,60,Thứ 4 ,7 8 9,H1-801 ,2 ,Thứ 5 ,4 5,H3-104 ,2 ,,,,
CI4061 ,T/nghiệm &vl xd đườngôtô,3.0,L01_L01,11/30,V,L01,,L01,,30,Thứ 2 ,7 8,H3-207 ,2 ,Thứ 5 ,2 3 4 5 6,B6-108 ,1 ,,,,
CI4145 ,Cs thicông &khai thác cđ,3.0,L01_L01,19/60,V,L01,,L01,,60,Thứ 2 ,11 12,H2-405 ,2 ,Thứ 6 ,7 8,H1-106 ,2 ,,,,
CI4165 ,Hạ tầng c/tr giao thông,3.0,L01_L01,18/60,V,L01,,L01,,60,Thứ 6 ,9 10,H6-109 ,2 ,Thứ 6 ,11 12,H3-305 ,2 ,,,,
CI4197 ,Quy hoạch hạtầng g/thông,3.0,L01_L01,11/60,V,L01,,L01,,60,Thứ 3 ,4 5,H6-504 ,2 ,Thứ 4 ,2 3,H3-102 ,2 ,,,,
CO1003 ,Nhập môn về lập trình,3.0,CC01_CC01,23/30,V,CC01, ,CC01, ,60,Thứ 2 ,8 9 10 11 12,C6-104 ,1 ,Thứ 4 ,9 10,A4-204 ,1 ,,,,
CO1003 ,Nhập môn về lập trình,3.0,CC01_CC02,28/30,V,CC01, ,CC02, ,60,Thứ 3 ,8 9 10 11 12,C6-103 ,1 ,Thứ 4 ,9 10,A4-204 ,1 ,,,,
CO1003 ,Nhập môn về lập trình,3.0,Z3KC_Z3KC,35/37,V,Z3KC,,Z3KC,,37,Thứ 2 ,13 14 15,COSOLIENKET_CAOT ,1 ,Thứ 7 ,7 8 9 10 11,C6-103 ,1 ,,,,
CO1005 ,Nhập môn điện toán,3.0,CC01_CC01,36/45,V,CC01, ,CC01, ,45,Thứ 2 ,2 3 4 5 6,A4-511 ,1 ,Thứ 3 ,4 5,A4-204 ,1 ,,,,
CO1023 ,Hệ thống số,3.0,CC01_CC01,40/40,V,CC01, ,CC01, ,40,Thứ 5 ,2 3,A4-312 ,1 ,Thứ 7 ,7 8 9 10 11,C6-105 ,1 ,,,,
CO1023 ,Hệ thống số,3.0,DT01_DT01,16/40,V,DT01,Đoàn Minh Vững ,DT01,Đoàn Minh Vững ,40,Thứ 6 ,13 14,B2-201 ,1 ,Thứ 7 ,7 8 9 10 11,C6-105 ,1 ,,,,
CO1025 ,Thiết kế luận lý với hdl,3.0,CC01_CC01,27/30,V,CC01, ,CC01, ,60,Thứ 3 ,8 9 10 11 12,C5-202 ,1 ,Thứ 4 ,2 3,B4-401 ,1 ,,,,
CO1025 ,Thiết kế luận lý với hdl,3.0,CC01_CC02,20/30,V,CC01, ,CC02, ,60,Thứ 2 ,8 9 10 11 12,C5-202 ,1 ,Thứ 4 ,2 3,B4-401 ,1 ,,,,
CO1025 ,Thiết kế luận lý với hdl,3.0,L01_L01,40/40,V,L01, ,L01, ,120,Thứ 2 ,8 9 10 11 12,H6-605 ,2 ,Thứ 4 ,8 9,H6-113 ,2 ,,,,
CO1025 ,Thiết kế luận lý với hdl,3.0,L01_L02,35/40,V,L01, ,L02, ,120,Thứ 2 ,2 3 4 5 6,H6-605 ,2 ,Thứ 4 ,8 9,H6-113 ,2 ,,,,
CO1025 ,Thiết kế luận lý với hdl,3.0,L01_L03,38/40,V,L01, ,L03, ,120,Thứ 4 ,2 3 4 5 6,H6-605 ,2 ,Thứ 4 ,8 9,H6-113 ,2 ,,,,
CO1025 ,Thiết kế luận lý với hdl,3.0,L02_L04,37/40,V,L02, ,L04, ,120,Thứ 6 ,4 5,H6-114 ,2 ,Thứ 6 ,8 9 10 11 12,H6-605 ,2 ,,,,
CO1025 ,Thiết kế luận lý với hdl,3.0,L02_L05,40/40,V,L02, ,L05, ,120,Thứ 5 ,2 3 4 5 6,H6-605 ,2 ,Thứ 6 ,4 5,H6-114 ,2 ,,,,
CO1025 ,Thiết kế luận lý với hdl,3.0,L02_L06,35/40,V,L02, ,L06, ,120,Thứ 5 ,8 9 10 11 12,H6-605 ,2 ,Thứ 6 ,4 5,H6-114 ,2 ,,,,
CO1027 ,Kỹ thuật lập trình,3.0,CC01_CC01,45/45,V,CC01, ,CC01, ,80,Thứ 6 ,11 12,B8-304 ,1 ,Thứ 7 ,2 3 4 5 6,A5-106.1 ,1 ,,,,
CO1027 ,Kỹ thuật lập trình,3.0,CC01_CC02,39/45,V,CC01, ,CC02, ,80,Thứ 2 ,2 3 4 5 6,A5-106.2 ,1 ,Thứ 6 ,11 12,B8-304 ,1 ,,,,
CO1027 ,Kỹ thuật lập trình,3.0,CC02_CC03,44/45,V,CC02, ,CC03, ,80,Thứ 3 ,2 3 4 5 6,A5-106.1 ,1 ,Thứ 6 ,2 3,A4-510 ,1 ,,,,
CO1027 ,Kỹ thuật lập trình,3.0,CC02_CC04,44/45,V,CC02, ,CC04, ,80,Thứ 2 ,8 9 10 11 12,A4-511 ,1 ,Thứ 6 ,2 3,A4-510 ,1 ,,,,
CO1027 ,Kỹ thuật lập trình,3.0,CC03_CC05,40/45,V,CC03, ,CC05, ,80,Thứ 4 ,11 12,B10-203 ,1 ,Thứ 5 ,2 3 4 5 6,A4-511 ,1 ,,,,
CO1027 ,Kỹ thuật lập trình,3.0,CC03_CC06,41/45,V,CC03, ,CC06, ,80,Thứ 4 ,11 12,B10-203 ,1 ,Thứ 6 ,8 9 10 11 12,A4-511 ,1 ,,,,
CO1027 ,Kỹ thuật lập trình,3.0,CC04_CC07,41/45,V,CC04, ,CC07, ,80,Thứ 4 ,9 10,B8-303 ,1 ,Thứ 5 ,8 9 10 11 12,A5-106.1 ,1 ,,,,
